	Calculated from eigenvector	Numerical
0	0.004458432980118604	0.004486411242510258
1	-0.005195108649458467	-0.005185851748024106
2	0.00556364964521555	0.005672129432809925
3	0.011681760738660132	0.011741718708435656
4	-0.004671515508168301	-0.004651834473179406
5	0.028167337765430088	0.02823297151621773
6	-0.018586752132309137	-0.018506307597476734
7	0.034389620282229263	0.03448796803695586
8	0.017317459478403314	0.017350565428841946
9	-0.001061861571768798	-0.0010125233984581428
10	-8.65878869125668e-05	-5.88418203051333e-05
11	-0.0020135013723116897	-0.001956212969389526
12	0.0013410171869640527	0.0013777867735598193
13	-0.002699346634690046	-0.0026612045900265002
14	-0.017441337984628685	-0.017391643680753077
15	-0.0026807363663674663	-0.0025990321006474915
16	-0.005775757907050762	-0.005770939282001564
17	-0.008499467802528462	-0.008441025656225065
18	0.006007117846251184	0.0060318416927884755
19	-0.015225011084705337	-0.015191181645946017
20	-0.013135425634032744	-0.013107293028724598
21	0.013237792473075967	0.013292700273837
22	0.01056288572828778	0.010618173007514997
23	-0.004104393303821086	-0.004073408277349699
24	-0.0072491714994563665	-0.007206457652841891
25	-0.00019102660199819607	-0.00010325074129013956
26	0.012724161693744815	0.012775336344361676
27	0.004351822010582935	0.004389821839367869
28	0.017711439636961233	0.017779111516347257
29	0.04878470553886984	0.04889755267356577
30	0.0003644373094035409	0.00040523140398818214
31	0.002231771278041762	0.0022537527399890678
32	-0.003715790677726403	-0.0036826097726816442
33	-0.01271580254966883	-0.012650991365603659
34	0.002044955710850461	0.0020883295093199195
35	-0.015621115132531374	-0.015580869927589447
36	-0.025189540770224842	-0.025153212845907547
37	0.004433436432324166	0.004449773882697627
38	0.00402423740083222	0.004054534485931072
39	-0.02331446291657366	-0.02329136883361116
40	-0.016093938446320365	-0.016041612482808887
41	-0.007617093340050819	-0.007579492589115944
42	0.03599501021885468	0.03600453268859383
43	-0.013510498121108256	-0.013454792835432272
44	-0.026028454220064657	-0.026052493495853923
45	0.004903663925490157	0.004916067553040193
46	-0.0015765140230637495	-0.0015687451337953462
47	-0.0009545590710798674	-0.0008770761894538737
48	0.011424855365214759	0.011445289160860739
49	-0.003704823780475377	-0.0036504133049675147
50	0.0016833447269105886	0.001687538997430238
51	-0.009530124801033431	-0.009429124148141454
52	0.01221947176949763	0.012315704012166862
53	0.0013390864142219336	0.0013933298959045715
54	-0.0017200792739148145	-0.0016786572132332367
55	-0.005981865638184141	-0.005907496714030458
56	-0.0004858160986717803	-0.00042743586448068527
57	0.006301667063118118	0.006405986852087153
58	-0.0010782398694170708	-0.0010047518372857667
59	0.0030813540868476264	0.00312194714524594
60	0.003733926690137899	0.003823608096809039
61	-0.00027779368720507835	-0.00019984014443252818
62	0.011788096293563992	0.011787237852445287
63	0.005884789062264968	0.005961897642237091
64	-0.01042839608350928	-0.010380585280245214
65	-0.009493365743553726	-0.009449108162584707
66	-0.007129615385818135	-0.007104317134576377
67	0.00030906509656895034	0.0003785860513971784
68	0.013304567723562515	0.013348211425068257
69	0.005776881344167123	0.005850875339774575
70	-0.01949363661271315	-0.019445556276309617
71	-0.04905846389096248	-0.049040771443742415
72	-0.011790027580021054	-0.011780576514297536
73	0.01463364736978151	0.014690471061840071
74	0.01388129228090532	0.013912204721577837
75	-0.012959661381290444	-0.01293742890595695
76	-0.08528358408648636	-0.08523293182349789
77	-0.07674779445469693	-0.07670530877135207
